Sample,RMSE,MAE,DELTA1
62381,0.03057386353611946,0.008362152613699436,0.9996639490127563
55450,0.031408000737428665,0.008728648535907269,0.9996458888053894
34656,0.034889284521341324,0.010159707628190517,0.9995445013046265
17328,0.04067685827612877,0.012329722754657269,0.9993069171905518
6931,0.05099155753850937,0.016295645385980606,0.9987731575965881
3466,0.06264951080083847,0.021150639280676842,0.997993528842926
693,0.12285187095403671,0.05098951980471611,0.9915851950645447
