Sample,RMSE,MAE,DELTA1
62381,0.046066841952645446,0.021708636901964624,0.9995070099830627
55450,0.04956093062862876,0.023908705206213375,0.9994027614593506
34656,0.06435670238041667,0.03335604338253,0.998814046382904
17328,0.08941630382426607,0.049581407003959244,0.997242271900177
6931,0.12860070108374208,0.07548396180969504,0.9932905435562134
3466,0.1628657391824808,0.09889015541594101,0.9883775115013123
693,0.2603715979776249,0.17014324014776164,0.9677155017852783
