Sample,RMSE,MAE,DELTA1
62381,0.00874415679358505,0.0013787595390920037,0.9998323321342468
55450,0.01409636795316937,0.0031826208291580054,0.9995773434638977
34656,0.033415347051456754,0.012464068693140455,0.9980175495147705
17328,0.0642447413002901,0.030765987555720686,0.9939655065536499
6931,0.11050767304674233,0.060722721736570395,0.9851416349411011
3466,0.1500712451502734,0.08647441714259602,0.9748794436454773
693,0.24905175876425245,0.1521661984927227,0.9402039051055908
